EXT_SOURCE_2,EXT_SOURCE_3,PAYMENT_RATE,DAYS_BIRTH,EXT_SOURCE_1,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,INSTAL_DBD_MEAN,ANNUITY_INCOME_PERC,AMT_ANNUITY,DAYS_LAST_PHONE_CHANGE,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,REGION_POPULATION_RELATIVE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INCOME_CREDIT_PERC,INSTAL_AMT_PAYMENT_MIN,CLOSED_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_APP_CREDIT_PERC_VAR,INSTAL_DBD_MAX,INSTAL_DBD_SUM,BURO_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_MAX,INCOME_PER_PERSON,PREV_HOUR_APPR_PROCESS_START_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MEAN,POS_NAME_CONTRACT_STATUS_Active_MEAN,ACTIVE_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_UPDATE_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_DPD_MEAN,PREV_AMT_ANNUITY_MIN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,INSTAL_AMT_INSTALMENT_MAX,HOUR_APPR_PROCESS_START,TOTALAREA_MODE,INSTAL_PAYMENT_PERC_VAR,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,PREV_RATE_DOWN_PAYMENT_MEAN,TARGET
0.5180457,0.7449322,0.069986664,-34,0.5021294,-2384.1423,-3571.0,71,25.677631,0.069986664,23620.5,-1675.0,-132.19705,0.019101,-29.0,1.0,201.645,-1214.0,1011.9233,0.003194162,105.0,3903.0,129817.586,-663.0,-416.93738,168750.0,11.444445,5242.4604,130560.75,0.9477124,307208.47,-872.25,30.5,0.9772452,22147.613,0.17763157,4626.09,0.11111111,204367.45,13,0.1025479,1.2523941,0.5555556,0.33333334,0.050375704,0
0.41206142,0.4632753,0.048226308,56,0.56156105,-381.0,-8281.0,-81,50.47059,0.13818823,52857.0,0.0,-94.5,0.072508,-536.0,0.34899,14312.88,-220.0,714.0,0.007492748,178.0,858.0,1056239.9,723.0,-182.0,382500.0,14.5,1541.7,306314.66,0.9444444,139392.0,-491.7143,30.0,0.7991061,26336.025,0.05882353,14312.88,1.0,218706.34,16,0.0189,0.0,0.0,0.5,0.0,0
0.6356459,0.5937176,0.029314125,-6,0.5021294,-6350.0,-5986.0,66,21.8,0.3744,50544.0,0.0,-748.5,0.010032,-273.0,0.078296274,9744.345,-657.0,-1449.0,0.07275849,29.0,109.0,491794.47,72.0,-257.0,45000.0,4.0,5242.4604,267496.2,0.8333333,1199700.5,-848.4,6.0,0.89649874,11635.38,0.0,9744.345,0.0,19199.52,5,0.1025479,0.0,1.0,1.0,0.0,0
0.6986048,0.6041126,0.034832906,-115,0.5746192,-5396.0,-7316.0,-8,14.347826,0.22583333,60975.0,-570.0,-88.5,0.026392,-4.0,0.15424165,82.035,-863.0,-133.0,0.07275849,54.0,330.0,198048.89,196.0,-863.0,135000.0,15.0,0.0,293039.62,0.94736844,590784.5,-916.2308,24.0,1.0,6589.4204,0.6956522,8419.815,0.0,8419.815,10,0.3266,0.13293758,1.0,0.0,0.0,0
0.29113626,0.2940831,0.034837924,34,0.44254237,-2599.0,-6789.0,-115,22.681818,0.39133334,58113.0,-600.0,-14.0,0.020713,-62.0,0.08902365,4947.84,-907.4482,1747.0,0.07275849,68.0,499.0,490517.25,774.7538,-79.0,37125.0,16.0,5242.4604,257651.02,1.0,307208.47,-827.34595,24.0,0.88339263,17278.088,0.0,11622.78,0.0,55877.22,14,0.319,1.6664855,1.0,0.0,0.0,0
0.5860496,0.5108563,0.064477846,-102,0.5021294,-909.0,-2019.0,91,3.9545455,0.054333333,14670.0,-581.0,-132.19705,0.019101,-33.0,1.1867088,4713.3,-907.4482,1011.9233,0.004974056,9.0,87.0,490517.25,774.7538,-416.93738,135000.0,14.333333,5242.4604,257651.02,0.92,307208.47,-827.34595,11.333333,1.3127916,8011.18,0.045454547,4717.755,0.33333334,10756.395,11,0.1025479,0.0,0.33333334,0.6666667,0.29788604,0
0.2572423,0.8193177,0.029339854,-121,0.5021294,-2896.0,-1874.0,91,24.22857,0.168,37800.0,-597.0,-132.19705,0.035792,-119.0,0.17464198,14576.085,-1667.0,1011.9233,0.033080354,92.0,848.0,490517.25,-1545.0,-416.93738,112500.0,14.333333,5242.4604,51907.5,0.9444444,307208.47,-1024.0,21.333334,0.895064,39024.902,0.0,14754.33,0.33333334,144369.86,10,0.1025479,0.30002034,0.6666667,0.0,0.049510654,0
0.61589265,0.5108563,0.067354575,91,0.5021294,-3081.0,-6041.0,-95,1.1411765,0.2537,34249.5,-2242.0,-132.19705,0.008625,-36.0,0.26548907,450.0,-907.4482,1011.9233,0.32195678,23.0,97.0,490517.25,774.7538,-416.93738,135000.0,14.25,5242.4604,257651.02,0.9230769,307208.47,-827.34595,5.3333335,0.6529326,1529.8242,0.32941177,2250.0,0.0,20689.336,9,0.1025479,0.0,0.5,0.25,0.05069695,0
0.64995426,0.69409263,0.030319743,-11,0.37402922,-2424.0,-10061.0,114,17.206896,0.14371428,45270.0,-2592.0,-937.5,0.010147,-34.0,0.21097237,3737.205,-827.0,-872.0,0.013268951,25.0,499.0,293720.44,-684.0,-1422.0,157500.0,16.0,0.0,79390.66,0.90625,151800.5,-1448.1428,6.6,1.0266585,15116.835,0.0,2250.0,0.0,27744.48,12,0.1025479,0.0,0.6666667,0.16666667,0.04357478,0
0.3886578,0.5108563,0.07278853,80,0.08220618,-261.0,-3064.0,61,15.190476,0.25752,28971.0,0.0,-132.19705,0.008068,-34.0,0.28265196,236.745,-907.4482,1011.9233,0.003615317,37.0,638.0,490517.25,774.7538,-416.93738,112500.0,10.5,5242.4604,257651.02,0.95238096,307208.47,-827.34595,14.0,0.9134249,10350.428,0.3809524,4390.965,0.25,40751.504,10,0.1025479,0.03380559,0.25,0.75,0.0,0
0.59303963,0.832785,0.0705692,6,0.5021294,-2384.1423,-2697.0,-122,10.428572,0.19036363,9423.0,-918.0,-132.19705,0.018801,-650.0,0.37070736,743.22,-1945.0,1011.9233,0.07275849,30.0,146.0,490517.25,-1760.0,-416.93738,49500.0,7.0,5242.4604,37008.0,0.9,307208.47,-1533.0,12.0,0.90446293,6615.89,1.0,7821.09,0.0,30053.744,7,0.0111,0.117218904,0.0,1.0,0.0,0
0.13545868,0.4650692,0.060678523,50,0.5021294,-703.0,-6037.0,118,8.11236,0.1562,31630.5,-826.0,-374.83334,0.006852,-11.0,0.38846686,62.64,-370.0,-777.0,0.0023829986,30.0,722.0,613144.7,827.0,-229.0,40500.0,7.28,3175.5857,193393.69,0.9516129,283285.06,-1143.25,34.375,0.90558076,25901.805,0.6853933,2250.0,0.32,348051.75,7,0.0729,0.52586156,0.44,0.16,0.020280674,1
0.38763472,0.61782616,0.03226,-41,0.5021294,-3646.0,-3903.0,-34,6.9,0.1613,21775.5,-200.0,-20.5,0.030755,-21.0,0.2,4.5,-369.0,644.0,0.013351991,29.0,69.0,1245826.9,-140.0,-140.0,67500.0,17.0,0.0,136518.25,0.75,543924.5,-366.0,3.0,0.91829324,4072.7925,0.0,2250.0,1.0,22354.154,9,0.1025479,12824430.0,0.0,0.0,0.0,0
0.7119664,0.6545293,0.0641475,-92,0.39124563,-470.0,-4772.0,92,2.45283,0.25803334,34834.5,-120.0,-66.5,0.003122,-15.0,0.24860162,42.12,-907.4482,14.0,0.018451883,49.0,260.0,32.0,774.7538,-1076.0,67500.0,13.666667,5242.4604,257651.02,0.71428573,32.0,-827.34595,9.0,0.9593313,2306.0823,0.047169812,4180.005,0.6666667,73845.0,10,0.1025479,0.0,0.33333334,0.33333334,0.05200715,0
0.7075202,0.63470554,0.042366665,36,0.8645445,-2384.1423,-4125.0,114,17.380953,0.10168,11439.0,-1645.0,-45.666668,0.00702,-1014.0,0.41666666,4099.41,-1140.0,-55.0,0.34838796,63.0,365.0,486415.78,-623.0,-233.0,56250.0,18.0,5242.4604,93195.0,0.95454544,219214.33,-1043.6666,12.0,0.41736552,4653.287,0.0,4099.41,0.5,15730.83,11,0.1025479,0.0,0.5,0.0,0.0,0
0.20167872,0.31703177,0.07926096,-33,0.5021294,-2160.0,-2456.0,32,12.26564,0.25788572,40617.0,-117.0,-9.5,0.020713,-327.7884,0.30734915,5198.1606,-382.0,157.0,0.07275849,37.84903,390.6451,580573.0,-76.0,-104.0,157500.0,8.0,662.9336,92576.69,0.8,9112.5,-688.7,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.0,136339.33,13,0.0967,20770.508,1.0,0.0,0.08192415,0
0.65633,0.6195277,0.04014394,-31,0.5021294,-399.0,-3758.0,50,14.5,0.0662375,23845.5,-440.0,-4.0,0.026392,-269.0,0.6060606,7148.07,-2911.0,777.0,0.057005495,18.0,87.0,3341112.5,-1449.0,-326.0,180000.0,15.0,5242.4604,1030482.0,0.875,307208.47,-1447.0,8.0,1.0879447,7148.1826,0.0,7148.205,0.0,7148.205,12,0.2331,0.0,1.0,0.0,0.11125661,0
0.14126372,0.6058363,0.05,104,0.5021294,-1346.0,-548.0,96,5.3333335,0.1375,12375.0,-386.0,-224.66667,0.026392,-24.0,0.36363637,4777.2,-491.0,-860.0,0.07275849,9.0,64.0,682809.56,449.0,-491.0,45000.0,12.0,2077.3574,223749.05,1.0,692626.94,-1026.7,24.0,0.8984215,4777.2,0.0,4777.2,0.0,4777.2,10,0.2051,0.0,1.0,0.0,0.0,0
0.67853034,0.5814837,0.051212024,17,0.5021294,-2460.0,-64.0,75,9.25,0.13581428,42781.5,-594.0,-21.0,0.007114,-318.0,0.3770739,144.9,-907.4482,1525.0,0.018406142,46.0,111.0,490517.25,774.7538,-301.0,315000.0,13.25,5242.4604,257651.02,0.90909094,307208.47,-827.34595,30.0,0.87088615,74549.2,4.4166665,36617.67,0.0,216683.64,11,0.2001,0.15080008,1.0,0.25,0.08192415,0
0.64750254,0.32016337,0.051280875,-121,0.5148312,-1678.0,-1417.0,-90,11.1081085,0.16765,30177.0,-1581.0,-11.5,0.02461,-210.0,0.30588055,2003.355,-461.0,126.0,0.011090185,51.0,411.0,90136.664,-188.0,-57.0,90000.0,13.777778,0.0,59228.64,0.85714287,222444.5,-327.5,15.142858,1.021825,31902.947,0.0,2048.265,0.33333334,90675.27,13,0.068,0.0,0.5555556,0.0,0.105956525,0
0.5422529,0.6894792,0.0380704,-13,0.5021294,-10811.0,-10859.0,60,26.182926,0.10759259,13072.5,0.0,-5.5,0.010147,-54.0,0.3538385,2657.745,-75.0,3.0,0.024624463,90.0,2147.0,952197.0,-14.0,-13.0,121500.0,16.428572,5242.4604,78933.375,0.9411765,16200.0,-716.25,21.333334,0.8851317,14385.701,0.12195122,2657.745,0.14285715,25020.45,12,0.0046,0.01342705,0.71428573,0.42857143,0.10945666,0
0.6485101,0.3016249,0.09934274,4,0.5021294,-772.0,-5120.0,79,7.6171875,0.43933332,29655.0,-300.0,-314.6,0.009175,-11.0,0.22612156,96.075,-141.0,-651.0,0.13209254,49.0,975.0,894423.9,42.0,-1356.0,33750.0,15.222222,2405.196,81915.78,0.88,518843.0,-992.3333,16.857143,0.8489903,13255.733,0.0,3599.415,0.33333334,816489.0,17,0.0394,0.003955839,0.5555556,0.22222222,0.047233813,0
0.20352283,0.56560796,0.032489423,59,0.5021294,-2358.0,-6143.0,-124,23.27027,0.08908889,18040.5,-1055.0,-11.333333,0.010966,-36.0,0.36468548,3472.425,-907.4482,288.0,0.0058795493,60.0,861.0,116762.336,774.7538,-118.0,101250.0,13.4,5242.4604,257651.02,0.9230769,116762.336,-827.34595,28.0,0.9371311,6090.711,0.0,3472.425,0.6,17113.05,13,0.0163,0.0,0.2,0.0,0.0,0
0.79398704,0.5108563,0.039830305,107,0.5021294,-2384.1423,-9202.0,49,3.658228,0.14604445,29574.0,-2364.0,-132.19705,0.032561,-15.0,0.27272728,17.82,-907.4482,1011.9233,0.002512804,35.0,289.0,490517.25,774.7538,-416.93738,202500.0,13.727273,5242.4604,257651.02,0.94871795,307208.47,-827.34595,26.571428,0.8956,25322.445,1.0253165,10492.02,0.54545456,136902.64,12,0.0721,0.069335945,0.45454547,0.27272728,0.0,0
0.5160199,0.5513813,0.048109584,10,0.46458045,-1605.0,-4358.0,-119,6.2272725,0.14353333,29065.5,-666.0,-12.0,0.035792,-53.0,0.33518055,1861.065,-907.4482,463.0,0.0018214616,34.0,137.0,26912.0,774.7538,-850.0,67500.0,12.25,5242.4604,257651.02,0.95238096,26912.0,-827.34595,21.0,0.8558006,23286.04,0.4090909,11773.215,0.25,285025.6,15,0.1025479,0.06040614,0.75,0.0,0.0,0
0.7608149,0.3893388,0.042551283,36,0.5021294,-1574.0,-4187.0,109,16.153847,0.26552,29871.0,-516.0,-8.0,0.035792,-12.0,0.16025642,2833.92,-741.0,836.0,0.045945633,52.0,210.0,832372.94,-376.0,-260.0,56250.0,12.4,1119.51,66255.734,0.8666667,307208.47,-1135.5,24.0,0.9595816,104986.164,0.0,8248.095,0.0,456482.97,11,0.1025479,7.3032637,0.8,0.2,0.108942956,0
0.33667433,0.74079907,0.04404719,92,0.5021294,-6478.0,-1286.0,-91,15.518518,0.41066667,33264.0,-1366.0,-132.19705,0.019689,-295.0,0.107257776,5032.215,-624.0,1011.9233,0.0021417385,47.0,419.0,490517.25,-502.0,-416.93738,16200.0,11.0,0.0,12312.0,0.8055556,307208.47,-499.0,4.857143,0.9876157,6993.37,0.0,5032.215,0.71428573,25845.256,13,0.1025479,0.0,0.2857143,1.0,0.029176513,0
0.36382088,0.5108563,0.032259278,71,0.5021294,-1481.0,-118.0,-78,7.133333,0.085666664,23130.0,-201.0,-132.19705,0.010643,-7.0,0.37656745,11.79,-907.4482,1011.9233,0.01530656,45.0,428.0,490517.25,774.7538,-416.93738,135000.0,12.863636,5242.4604,257651.02,0.9302326,307208.47,-827.34595,31.777779,0.94800377,25817.646,1.2666667,11287.17,0.27272728,367662.7,11,0.1025479,0.11117817,0.6363636,0.13636364,0.21963014,0
0.34320498,0.78260785,0.027613547,48,0.5021294,-4238.0,-2186.0,-50,4.5652175,0.23103334,31189.5,-1182.0,-446.0,0.005144,-6.0,0.119521916,40.59,-607.0,123.0,0.02370674,35.0,735.0,274118.56,-394.0,-607.0,45000.0,12.0,0.0,112883.24,0.9591837,458882.0,-793.0,27.0,0.90467656,3732.9624,0.099378884,3535.29,0.75,14621.13,20,0.0126,0.016189892,0.0,0.25,0.03630303,0
0.22579123,0.5954562,0.030556472,39,0.5021294,-1598.0,-3833.0,-4,5.1271186,0.08224444,16654.5,-1109.0,-27.0,0.018634,-10.0,0.37153235,0.36,-1294.0,210.0,0.06639989,32.0,605.0,41587.0,774.7538,-915.0,67500.0,12.56,0.0,0.0,0.94,1740.5,-474.0,39.857143,0.83009803,14307.852,0.06779661,3670.02,0.2,270000.0,10,0.1025479,0.014450807,0.56,0.12,0.06765335,0
0.4106159,0.7062051,0.09638095,-97,0.5021294,-1763.0,-10938.0,-42,10.869565,0.13493334,27324.0,-1458.0,-4.0,0.030755,-19.0,0.71428573,228.555,-488.0,55.0,1.0375359,31.0,500.0,1113250.4,-123.0,-124.0,101250.0,14.0,5242.4604,145255.5,0.9166667,307208.47,-1258.4,7.3333335,1.1118568,7498.4,0.0,3170.115,0.33333334,114659.59,10,0.3747,0.0,0.6666667,0.0,0.4090932,0
0.69655657,0.6986675,0.064079165,71,0.4010143,-2928.0,-1328.0,-120,7.642857,0.2142,48195.0,-1592.0,-132.19705,0.030755,-21.0,0.29915577,60805.484,-621.0,1011.9233,0.0,18.0,107.0,173096.33,-435.0,-416.93738,75000.0,12.5,0.0,474094.5,0.875,307208.47,-749.6667,8.0,1.0,81166.445,0.0,60840.0,0.0,89300.48,10,0.0223,0.0,0.0,0.0,0.0,0
0.6943102,0.81061804,0.05,-30,0.5021294,-2384.1423,-5475.0,123,13.2,0.044444446,9000.0,-2513.0,-132.19705,0.025164,-2222.0,1.125,14658.435,-969.0,1011.9233,0.07275849,16.0,132.0,94178.0,-574.0,-416.93738,202500.0,14.0,5242.4604,151812.0,0.90909094,307208.47,-760.5,10.0,1.0264266,14831.775,0.0,14851.035,1.0,14851.035,16,0.0498,0.0,0.0,0.0,0.10138115,0
0.4402944,0.23143935,0.06779719,-42,0.5021294,-121.0,-131.0,114,13.263158,0.09855,8869.5,0.0,-21.5,0.020246,-329.0,0.68794715,3703.41,-904.0,192.0,0.015829822,46.0,252.0,753436.2,-834.0,-38.0,22500.0,10.666667,595.575,115399.17,0.95454544,374978.0,-1544.0,12.0,0.9184463,12245.161,0.0,3703.41,0.0,145403.55,14,0.1025479,0.0,0.33333334,0.0,0.05373583,0
0.7182567,0.38591468,0.05,84,0.55702484,-2288.0,-661.0,9,13.5,0.12,27000.0,-633.0,-57.75,0.032561,-458.0,0.41666666,16686.9,-574.0,737.0,0.07275849,21.0,81.0,71091.07,-698.0,-258.0,112500.0,17.0,0.0,189855.0,0.85714287,22360.916,-544.0,6.0,1.0553855,16708.275,0.0,16712.55,0.5,16712.55,16,0.1025479,0.0,0.5,0.5,0.103968404,0
0.6896587,0.53527623,0.033049773,-76,0.5021294,-2317.0,-1562.0,-22,14.594595,0.1927,26014.5,-1902.0,-132.19705,0.0105,-10.0,0.17150894,551.835,-1900.0,1011.9233,0.022175474,62.0,540.0,386320.5,-1558.0,-416.93738,67500.0,13.75,5242.4604,337500.0,0.9166667,307208.47,-1252.0,23.333334,1.0285207,58411.23,1.2162162,2852.595,0.0,851503.4,14,0.1025479,7.0573378,1.0,0.25,0.11901766,0
0.63323694,0.49927202,0.02924,10,0.5021294,-5493.0,-6066.0,-81,9.642858,0.11696,26316.0,-1606.0,-197.8,0.022625,-788.0,0.25,28.305,-630.0,-939.0,0.07275849,23.0,135.0,808988.1,31062.0,-35.0,56250.0,17.0,5242.4604,266968.72,0.84615386,157806.5,-607.1875,4.0,1.2500658,6623.2866,3.0,18215.596,0.0,18215.596,12,0.2797,0.1767705,0.0,1.0,0.21786407,0
0.4929118,0.5108563,0.05,-9,0.5021294,-244.0,-2643.0,-95,12.26564,0.0882353,6750.0,0.0,-132.19705,0.018209,-327.7884,0.56666666,5198.1606,-907.4482,1011.9233,0.07275849,37.84903,390.6451,490517.25,774.7538,-416.93738,76500.0,12.661583,5242.4604,257651.02,0.90468615,307208.47,-827.34595,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,10,0.1025479,20770.508,0.47940668,0.25491133,0.08192415,0
0.37101755,0.2707074,0.07901,-69,0.68101716,-678.0,-1007.0,-74,28.0,0.26336667,35554.5,-467.0,-75.0,0.010032,-92.0,0.3,14727.87,-74.0,1027.0,0.0008890196,60.0,196.0,15584.333,475.0,-138.0,45000.0,8.25,36604.215,419816.25,0.72727275,307208.47,-96.0,12.0,1.0015993,42839.074,0.0,7750.755,0.0,121792.91,4,0.075,0.0,0.75,0.5,0.09915102,0
0.6519814,0.26504943,0.04035758,-104,0.5021294,-6862.0,-6758.0,-95,11.666667,0.2232,25110.0,-201.0,-75.4,0.009657,-25.0,0.18081352,8056.62,-907.4482,-55.0,0.07275849,14.0,70.0,33795.7,774.7538,-173.0,56250.0,19.0,0.0,257651.02,0.85714287,33795.7,-827.34595,12.0,1.0663218,8056.62,0.0,8056.62,0.0,8056.62,18,0.0123,0.0,1.0,0.0,0.06773796,0
0.65249234,0.5108563,0.06134323,65,0.42070454,-2693.0,-5349.0,-3,18.11111,0.3553,47965.5,-1107.0,-132.19705,0.019101,-600.0,0.17265193,8081.91,-907.4482,1011.9233,0.021349162,54.0,163.0,490517.25,774.7538,-416.93738,67500.0,16.5,5242.4604,257651.02,0.8181818,307208.47,-827.34595,12.0,1.0077932,32152.016,0.0,11730.96,0.5,84880.84,9,0.0502,0.7415817,0.5,1.0,0.054454546,0
0.3690448,0.5884878,0.11309093,-94,0.4808724,-6752.0,-3994.0,48,14.361111,0.093775,16879.5,-1560.0,-19.0,0.018029,-19.0,1.2059816,8414.595,-1775.0,764.0,0.026647096,25.0,517.0,146932.0,-697.0,-1009.0,90000.0,8.25,5242.4604,0.0,0.9459459,84050.0,-783.0,21.333334,0.97236687,20645.717,0.0,8642.7,0.75,158324.53,7,0.1025479,1.4809637,0.25,0.5,0.0907727,0
0.07746456,0.5108563,0.039655585,-127,0.5021294,-278.0,-7116.0,-118,5.6216216,0.22183333,29947.5,-833.0,-132.19705,0.007114,-31.0,0.17876296,27.405,-907.4482,1011.9233,0.0012777686,33.0,208.0,490517.25,774.7538,-416.93738,67500.0,14.75,5242.4604,257651.02,0.9230769,307208.47,-827.34595,8.0,0.97936213,4560.3765,2.4054055,2250.0,0.75,44902.35,13,0.0425,0.1241589,0.25,0.5,0.08192415,0
0.5143918,0.5971924,0.042789966,-121,0.5021294,-10275.0,-13761.0,-33,4.756757,0.293,13185.0,-916.0,-132.19705,0.01885,-409.0,0.14604083,3177.495,-1041.0,1011.9233,0.009323672,13.0,176.0,1300884.5,-675.0,-416.93738,22500.0,13.5,427.5,25042.5,0.9047619,307208.47,-1347.5,10.0,0.9300852,14527.651,0.13513513,3187.575,0.25,26387.37,17,0.1386,0.0,0.25,0.0,0.050687835,0
0.77475375,0.5108563,0.07001428,25,0.5021294,-497.0,-3719.0,-19,11.9,0.13245946,22054.5,-3062.0,-132.19705,0.026392,-3.0,0.5285714,1350.0,-907.4482,1011.9233,0.0,28.0,2261.0,490517.25,774.7538,-416.93738,83250.0,14.5,5242.4604,257651.02,0.97619045,307208.47,-827.34595,24.0,0.8833922,7146.987,0.0,8662.455,0.5,48006.406,10,0.0602,0.0,0.5,0.5,0.08192415,0
0.7628108,0.45969045,0.027621035,-113,0.5021294,-7754.0,-10.0,-34,4.111111,0.1103,29781.0,-574.0,-14.0,0.031329,-19.0,0.25041735,7.38,-1079.0,127.0,0.07275849,19.0,37.0,321640.62,1354.0,-120.0,135000.0,15.0,0.0,654186.6,0.90468615,127008.0,-531.8,0.0,1.0,3332.99,0.0,2250.0,1.0,25650.0,10,0.1307,0.0,0.0,0.0,0.08192415,0
0.120944805,0.5108563,0.048380952,-38,0.5021294,-547.0,-614.0,113,8.68,0.16933334,22860.0,-834.0,-132.19705,0.026392,-115.0,0.2857143,11284.47,-907.4482,1011.9233,0.004654952,14.0,217.0,490517.25,774.7538,-416.93738,135000.0,15.5,5242.4604,257651.02,0.96,307208.47,-827.34595,18.0,1.0482439,11431.274,0.0,11341.44,0.0,11393.235,13,0.2552,3.3626294,0.5,0.0,0.047918465,0
0.76432675,0.6956219,0.051057737,-3,0.54470825,-2384.1423,-8803.0,74,2.0487804,0.11754929,37557.0,-533.0,-56.0,0.04622,-3.0,0.4343517,159.255,-2071.0,1011.9233,0.07275849,12.0,84.0,1276802.0,-1707.0,-473.0,159750.0,14.5,5242.4604,103500.0,0.90468615,307208.47,-1732.0,0.0,1.0,6859.7407,0.0,2250.0,0.0,116433.766,15,0.0396,0.0,1.0,0.0,0.08192415,0
0.3677524,0.6528965,0.09788186,14,0.5021294,-2384.1423,-11453.0,-53,6.173077,0.1984,26784.0,0.0,-429.0,0.004849,-619.0,0.49335614,314.64,-373.0,-1023.0,0.028599637,35.0,321.0,178081.62,1453.0,-205.0,67500.0,15.4,5242.4604,444579.0,0.9166667,306440.9,-89.0,10.0,1.1082402,11452.741,1.1730769,6015.24,0.0,129821.984,14,0.0515,0.10235297,0.0,0.2,0.18679698,0
0.5775369,0.49386287,0.066610724,4,0.5021294,-2384.1423,-1056.0,30,12.26564,0.09525,17145.0,0.0,-50.5,0.030755,-327.7884,0.69932514,5198.1606,-489.0,-211.0,0.07275849,37.84903,390.6451,34252.332,-124.0,-165.0,90000.0,12.661583,5242.4604,137700.0,0.90468615,50244.5,-80.0,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,11,0.1025479,20770.508,0.47940668,0.25491133,0.08192415,0
0.69090694,0.5108563,0.09742,5,0.7643429,-1103.0,-2059.0,-8,8.928572,0.2706111,109597.5,-195.0,-212.0,0.035792,-100.0,0.36,2907.945,-907.4482,303.0,0.015666356,44.0,125.0,490517.25,774.7538,-427.0,202500.0,13.0,5242.4604,257651.02,0.8235294,307208.47,-827.34595,12.4,1.1222309,9469.649,0.0,2912.04,0.4,73490.805,14,0.2607,0.0,0.2,0.2,0.10891515,0
0.53577614,0.5108563,0.042535167,-49,0.5021294,-1118.0,-5831.0,120,9.636364,0.12135,32764.5,-2351.0,-132.19705,0.003813,-12.0,0.35051644,4.005,-2784.0,1011.9233,0.0072687147,28.0,530.0,490517.25,-2053.0,-416.93738,135000.0,8.428572,5242.4604,191718.0,0.962963,307208.47,-2538.0,18.0,1.0174599,22578.127,0.74545455,6547.005,0.0,56024.953,12,0.1025479,0.052457325,0.5714286,0.0,0.043567147,0
0.3764736,0.59892625,0.052772604,-18,0.5021294,-1069.0,-5012.0,87,18.791666,0.10522857,16573.5,-1525.0,-42.833332,0.010147,-404.0,0.50150454,2988.225,-838.0,70.0,0.12973858,97.0,902.0,68942.57,-108.0,-113.0,78750.0,11.428572,0.0,450000.0,0.9019608,13097.866,-665.0,20.285715,0.78935146,47842.332,0.0,3029.94,0.71428573,865987.3,17,0.1025479,0.20228902,0.2857143,0.5714286,0.081112795,0
0.39192572,0.101459354,0.035917126,4,0.5021294,-4095.0,-7209.0,-126,13.114285,0.280625,50512.5,-1626.0,-33.2,0.04622,-9.0,0.12798975,1889.82,-320.0,-22.0,0.009316461,149.0,1377.0,388956.5,1506.0,-112.0,60000.0,12.846154,426.375,132055.03,0.9375,422177.7,-755.5,20.444445,0.9486513,24610.916,0.0,1889.82,0.07692308,1347405.1,11,0.0902,0.0,0.61538464,0.0,0.04527724,1
0.72763354,0.73381454,0.05106,-72,0.5484193,-2072.0,-9130.0,112,15.894737,0.3404,45954.0,-1980.0,-8.0,0.04622,-158.0,0.15,8001.135,-1202.0,1194.0,0.016168037,44.0,302.0,437204.66,30953.0,-165.0,67500.0,12.333333,5242.4604,112500.0,0.8636364,109044.5,-382.5,10.0,1.1078194,13480.335,0.0,8001.135,0.0,68164.6,7,0.1361,0.0,0.6666667,0.6666667,0.14339091,0
0.6211915,0.7062051,0.086264834,118,0.58803445,-1574.0,-2694.0,38,3.493671,0.2798,25182.0,-14.0,-4.5,0.020713,-14.0,0.30830893,100.845,-907.4482,-144.0,0.24051672,28.0,276.0,596232.0,774.7538,-148.0,45000.0,10.833333,0.0,257651.02,0.9142857,596232.0,-827.34595,9.0,0.73175204,7848.2256,1.443038,3135.15,0.16666667,44320.906,12,0.1025479,0.03030715,0.5,0.0,0.06680532,0
0.26525635,0.54423475,0.032420702,111,0.5021294,-951.0,-5250.0,123,14.142858,0.2913,26217.0,-366.0,-83.5,0.010006,-197.0,0.11129661,3875.4,-1317.0,752.0,0.07275849,29.0,99.0,1064620.0,-1007.0,-204.0,22500.0,9.0,3741.0,69373.9,0.75,177012.5,-2031.3334,6.0,0.85157835,8281.035,0.0,9015.39,0.0,9015.39,13,0.0113,0.0,1.0,1.0,0.0,0
